,number,name,href,len
181,181,2hiddenlayerNet.ipynb,https://nbviewer.jupyter.org/github/phdatdt/Deep-Learning-with-Tensorflow/blob/b07d5d7d6c5b513b7fceb6f0f17acdc21fd56c58/2hiddenlayerNet.ipynb,8360
182,182,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/rodfr/uDL/blob/5fbd1540617bf9341eab33ce9d33f3d1e800be3b/2_fullyconnected.ipynb,10569
183,183,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/yutsai84/DeepLearning/blob/684476e066420b1d474fd9f579ae0f7fed349a35/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,17115
184,184,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/felipegerard/learning/blob/27edf076c1aa64f32b9c0a53150142f9a02e7b08/deeplearning/udacity/2_fullyconnected.ipynb,10287
185,185,2_ref_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/pabanagarwal/Python_Tutorials_1/blob/136458b9956ceef4812b4d4ede6ee690fab770f6/TensorFlow/Udacity/2_ref_fullyconnected.ipynb,10114
186,186,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/dteoh/ud730/blob/b861a9a2bf834e6c29daca79513e66d86d8d573f/assignments/2_fullyconnected.ipynb,10004
187,187,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/znat/udacity-deep-learning-assignments/blob/94ae67c882d8ca2428015b5db30e1e8c3923f64e/2_fullyconnected.ipynb,10482
188,188,mnist_netdownload.ipynb,https://nbviewer.jupyter.org/github/zxcqlf/Tensorflow-with-MNIST/blob/181235b5d17c13737df621dea94c2aa97a56a8b4/tf/mnist_netdownload.ipynb,2132
189,189,2_resource.ipynb,https://nbviewer.jupyter.org/github/pabanagarwal/Python_Tutorials_1/blob/136458b9956ceef4812b4d4ede6ee690fab770f6/TensorFlow/Udacity/2_resource.ipynb,8729
190,190,3_regularization.ipynb,https://nbviewer.jupyter.org/github/txu2014/TensorFlow_Udacity/blob/bbc4e1205b78449523d452dfdce960a2f2007bbc/3_regularization.ipynb,19281
191,191,3_regularization.ipynb,https://nbviewer.jupyter.org/github/MichalNawrot/Udacity/blob/c990ae06dc12dbb8d227e34c288bf9fe91abf170/3_regularization.ipynb,16797
192,192,Proj%203.ipynb,https://nbviewer.jupyter.org/github/Mayweiwang/TensorFlowProj/blob/fddeeeb5218270e3059d7501b777f2fbf500e077/Proj%203.ipynb,19816
193,193,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/Shenoudafarouk/ipython-notebooks/blob/af2207bab48c81b4ac64253f945d6e738ad8cf26/notebooks/tensorflow/Tensorflow-3-Regularization.ipynb,16020
194,194,3_regularization.ipynb,https://nbviewer.jupyter.org/github/trort/hw-Deep_Learning/blob/cf0b33dfa39594b2ef6104b1c326515e85ae4042/3_regularization.ipynb,15509
195,195,MNIST%20double%20layer%20CNN%20classification-checkpoint.ipynb,https://nbviewer.jupyter.org/github/suotani/tensorflow_practice/blob/158c691989add42ba8da603c9f1c78b0dba5c36c/jupyter_tfbook-master/Chapter05/.ipynb_checkpoints/MNIST%20double%20layer%20CNN%20classification-checkpoint.ipynb,3266
196,196,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ashik94vc/udacity_ud730_assignment/blob/df615052d2272bf8bc2e6dc207c47e4595f92121/3_regularization.ipynb,9831
197,197,3_regularization.ipynb,https://nbviewer.jupyter.org/github/anguschadney/deep_learning_udacity/blob/d6c9c263937cc76c6585181215bea99ac5da60d0/3_regularization.ipynb,10358
198,198,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/rolinawu/Tensorflow-ML-Algorithms/blob/bfd570037910cedce20022afe9106d61232b58ca/2_fullyconnected.ipynb,10319
199,199,2_ref_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/mGalarnyk/Python_Tutorials/blob/af13a60f7bdfd3bda77b809eff1a26f83a671bc3/TensorFlow/Udacity/2_ref_fullyconnected.ipynb,10114
200,200,3_regularization.ipynb,https://nbviewer.jupyter.org/github/theSparta/Deep_Learning-Udacity/blob/395e42ed4a4e8860ad40ea9d931133367aaf2ceb/3_regularization.ipynb,18698
201,201,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/fengyu05/pynb/blob/c5b8036e9752ddc0bc84f8655b4aa94b7146b507/tf-example/2_fullyconnected.ipynb,10227
202,202,3_regularization.ipynb,https://nbviewer.jupyter.org/github/FraPochetti/DeepLearningUdacity/blob/599ace3736fcf7c7e7d31b14e818118a4379de79/3_regularization.ipynb,8171
203,203,3_regularization.ipynb,https://nbviewer.jupyter.org/github/felipessalvatore/mltoolkit/blob/eb96429bd4dfd30c3420b793e98590f7bfcf3b68/tfworkbench/Udacity/3_regularization.ipynb,27179
204,204,3_regularization.ipynb,https://nbviewer.jupyter.org/github/Billlee1231/DeepLearning/blob/91d71b6bf39cfd9a80443f23dafc56d2ac87f0a2/3_regularization.ipynb,18745
205,205,tf_cnnvis_Example1.ipynb,https://nbviewer.jupyter.org/github/InFoCusp/tf_cnnvis/blob/a2b2ff705570165ef3aa0c8bcc37e252795b9b5d/examples/tf_cnnvis_Example1.ipynb,8144
206,206,UdacityDL1_Assignment3.ipynb,https://nbviewer.jupyter.org/github/GillesRamstein/Udacity_course_ud730/blob/d92dbe7d39fc42032f4d0baeca20d452c3ddf1de/UdacityDL1_Assignment3.ipynb,28522
207,207,3_regularization.ipynb,https://nbviewer.jupyter.org/github/bsantanas/udacity_tf/blob/81abd5cfd6f1a123827fa8ac250f0b341885a800/3_regularization.ipynb,9375
208,208,UD730_3_regularization.ipynb,https://nbviewer.jupyter.org/github/blu3crab/TensorFlowX/blob/92676ebdb7d3531c2f2b1b533425fd57de4fd78b/aha-UD730-2017/Take2JupyterDownloads/UD730_3_regularization.ipynb,23917
209,209,3_regularization.ipynb,https://nbviewer.jupyter.org/github/marshallixp/tensorflow/blob/d31f4c85b5d54af9398c6eafc39783f33ca3f325/tensorflow/examples/udacity/3_regularization.ipynb,15194
210,210,Debug.ipynb,https://nbviewer.jupyter.org/github/HuangYiran/Tensorflow_formatted/blob/057221d8354a2f1504ffa59915da0b4244651075/Debug.ipynb,2759
211,211,3_Regularization.ipynb,https://nbviewer.jupyter.org/github/ttungl/Deep-Learning/blob/020961c6874a09bce6b63056a06fc3f96dfa03eb/Lesson1/3_Regularization.ipynb,25312
212,212,3_regularization.ipynb,https://nbviewer.jupyter.org/github/thomasbonnet/tutorials/blob/48771868fa58405d6815f62d6de27822d08bd935/udacity_tensorflow/3_regularization.ipynb,9680
213,213,model.ipynb,https://nbviewer.jupyter.org/github/suhitsinha/Wikipedia-Category-Labeling/blob/6bed6672ff5a84a86b3865fddfcc4c258a4170dd/model.ipynb,5888
214,214,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/kamal94/Tensor-Flow-Udacity-Assignments/blob/2e9d8675290fff6f0bfa52ed6fbf613f607d3852/2_fullyconnected.ipynb,10801
215,215,assignment2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/estepona/py-ml/blob/44dff6142f4c717d2da44df988cfe8a173a65a50/courses/DeepLearning-udacity/assignment2_fullyconnected.ipynb,10559
216,216,MNIST%20double%20layer%20CNN%20classification.ipynb,https://nbviewer.jupyter.org/github/yanak/tensor-flow-deep-learning-tutorial/blob/541bfe8154e4d12a3aeeb12f3d3e0dea634fbee5/Chapter05/MNIST%20double%20layer%20CNN%20classification.ipynb,3266
217,217,test_hackathon.ipynb,https://nbviewer.jupyter.org/github/MrRusss/analyse_data-lstm-cnn/blob/57a6a18bd94d055e844b8473afd3d2734cca09c7/test_hackathon.ipynb,6968
218,218,3_regularization.ipynb,https://nbviewer.jupyter.org/github/jovsa/TensorFlow-deep-learning/blob/c65b25780ad3179200a8200a8ea3267f1826a8f2/3_regularization.ipynb,18340
219,219,OverfitReduc.ipynb,https://nbviewer.jupyter.org/github/arunbalachandran/DeepLearningTF/blob/4c420ed573477e3e614d3d7934dc4e9b4c7e4ddf/Tensorflow/OverfitReduc.ipynb,2857
220,220,Assignment3.ipynb,https://nbviewer.jupyter.org/github/julian59189/UdacityDeepLearning/blob/b97d04d246a4aa1905926a282d6feb6efa6829c4/Assignments/Assignment3.ipynb,17503
221,221,4_convolutions.ipynb,https://nbviewer.jupyter.org/github/SuyashLakhotia/DeepLearningAssignments/blob/f9eca7ae9cedd479c71e7acae03f4ae4b28e8ff9/4_convolutions.ipynb,11260
222,222,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/jaynpearl/deep-learning/blob/a01eca8367e4fae65f13e1734de212cd9131af4e/2_fullyconnected.ipynb,10233
223,223,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/linxiaohui/ud730/blob/46448be807dee0ce150848af021430b2bad5201a/2_fullyconnected.ipynb,10181
224,224,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/rjenc29/numerical/blob/3cf91915f7ea3a6390fc345ae1bfcda3273031a6/tensorflow/2_fullyconnected.ipynb,10431
225,225,3_regularization.ipynb,https://nbviewer.jupyter.org/github/rteja1113/Udacity-Deep-Learning/blob/f710d6f8167f80d1e39c98acdf53137252030d46/3_regularization.ipynb,17976
226,226,Assignment3.ipynb,https://nbviewer.jupyter.org/github/goncalo-rodrigues/udacity_tensorflow_assigmetns/blob/c30e42bb72355e5db2fcb9186973c4400fb36e34/3-Regularization/Assignment3.ipynb,15713
227,227,3_regularization.ipynb,https://nbviewer.jupyter.org/github/yangp725/udacity/blob/1f0027eca162d0dd90711e9cf70301bf3633e064/3_regularization.ipynb,29120
228,228,Letters%20Recognition%20-%20Part%202.ipynb,https://nbviewer.jupyter.org/github/Katy-katy/Letters-Recognition-Using-Tensorflow/blob/e04904eb194fdfca808319c691b6f571499dda51/Letters%20Recognition%20-%20Part%202.ipynb,15410
229,229,3_regularization.ipynb,https://nbviewer.jupyter.org/github/rushabhk7/ud_deep_learning/blob/5f257292e5e8bac9a71b876ef9dc3fb424dfe3a2/3_regularization.ipynb,17614
230,230,conv_nets_tf.ipynb,https://nbviewer.jupyter.org/github/miachenberkeley/DataProjectStartup/blob/f1e93dff28b47228ed012c5fb5d8f29e6aca23c7/DeepLearningTutorials/03_conv_nets/conv_nets_tf.ipynb,7493
231,231,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/giubil/udacity-deep-learning/blob/2151883b22bb4b96c713db299eed3ed4715a7225/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,22556
232,232,0_Assigment2%2B3-Copy3.ipynb,https://nbviewer.jupyter.org/github/DeepLearning-ResearchDevelopment/DeepLearning/blob/709e21acfd9e169204677e7e69561ff4e85a1814/intelligent_systems%2520LAB/0_Assigment2%2B3-Copy3.ipynb,0
233,233,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/crittersik/ml_playground/blob/397cd5a650f7544abfe2f1f7ad3152cf0cc1a89e/2_fullyconnected.ipynb,10411
234,234,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/AparaV/deep-learning-udacity/blob/50a0dbedd2540ce53b279a89c54fc0383f83b032/2_fullyconnected.ipynb,10832
235,235,RegularizatioN.ipynb,https://nbviewer.jupyter.org/github/JobyXJohn/CNN_notMNIST/blob/4b3eb993839930a82a7fdee686031b77b8e7e826/RegularizatioN.ipynb,14562
236,236,3_regularization.ipynb,https://nbviewer.jupyter.org/github/doc-E-brown/udacity-tensorflow/blob/4982d4e018d5e75e3136318efa12e4859faa86b3/Assignment3/3_regularization.ipynb,17826
237,237,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/Obeyed/udacity/blob/d88857377da34c3042c9b4ecf7c7bf6d1d66cf91/deeplearning/2_fullyconnected.ipynb,10388
238,238,2_fullyconnected-checkpoint.ipynb,https://nbviewer.jupyter.org/github/lfoppiano/deep-learning-tutorials/blob/92a7e355db23e74f05b424397599ffeb554c5b53/udacity/.ipynb_checkpoints/2_fullyconnected-checkpoint.ipynb,13669
239,239,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/Dimbl4/udacity-deep-learning/blob/c1d014a6df838192242082d1a2d3694e3815319e/2_fullyconnected.ipynb,10581
240,240,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/mkaiserpm/deeplearn_uc/blob/bc6928b23ed6ddae1e5598489955217fc6b56c13/2_fullyconnected.ipynb,10193
241,241,2_fullyconnected-checkpoint.ipynb,https://nbviewer.jupyter.org/github/TheRevanchist/Experimenting-deep-learning-libraries/blob/75044efa1f1480b909810200c3a399960e17ea51/Tensorflow/udacity/.ipynb_checkpoints/2_fullyconnected-checkpoint.ipynb,10255
242,242,3_regularization.ipynb,https://nbviewer.jupyter.org/github/manishjain15051982/ML-Algos/blob/b94c46e749ae89df0077e4653ee3cea7b830b145/3_regularization.ipynb,18788
243,243,3_regularization.ipynb,https://nbviewer.jupyter.org/github/weiweizhang6338/Notes-For-Deep-Learning/blob/55fe08af97862eab0967ad6d1f9d13cf587d8214/Udacity%20Deep%20Learning%20Course/L2%20Deep%20Neural%20Networks/3_regularization.ipynb,22166
244,244,06_Tensorflow_Neural_Network.ipynb,https://nbviewer.jupyter.org/github/ptdg83/TensorFlow_Keras_Note/blob/637bfde1833a7bbd146d9071d10b1b7a0d79f3ed/06_Tensorflow_Neural_Network.ipynb,4073
245,245,4_convolutions.ipynb,https://nbviewer.jupyter.org/github/ferriswym/DeepLearningCourse/blob/e7747a8be42311e3e5841f5665bf1f0b3a810b11/4_convolutions.ipynb,19856
246,246,Deep%20Learning%20Assignment%202.ipynb,https://nbviewer.jupyter.org/github/santoshchilkunda/Machine-Learning/blob/5aaadf5b3e1de3ec4b62c08a77ddae3bab043890/Udacity/Deep%20Learning/Deep%20Learning%20Assignment%202.ipynb,10046
247,247,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/polanmix/bd9_projects/blob/e84efbfd720197353cd0c78aa7e5b3493c7b279d/notebooks/tensorflow/Tensorflow-3-Regularization.ipynb,16020
248,248,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/davidxnhu/Machine-learning/blob/d3f7801c0f602a9faea288508c5f7036907123a9/Deep%20learning/2_fullyconnected.ipynb,9850
249,249,3_regularization.ipynb,https://nbviewer.jupyter.org/github/stavskal/Deep-Learning-course-by-Google-/blob/e2ee62f5c63e87cd622947593717e7d7dda1060c/3_regularization.ipynb,9539
250,250,model.ipynb,https://nbviewer.jupyter.org/github/msankith/WikiCategoryLabelling/blob/c1044cd9d0bd295583c6c36345fded3cbe7faa00/model.ipynb,5888
251,251,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ishaojunzhang/Deep-Learning/blob/057a975eba4d1618fc669fe0142c0096a5c89e24/3_regularization.ipynb,14298
252,252,3_regularization.ipynb,https://nbviewer.jupyter.org/github/pktippa/ai-training/blob/fc558d281e8aa132195bce0a5a38ec535dae288c/machine-learning/deep-learning/udacity/ud730/3_regularization.ipynb,19830
253,253,Regularization.ipynb,https://nbviewer.jupyter.org/github/mklissa/TensorFlowUdacity/blob/6ea4fbe8abb5d455762722d19b8ae74197420ba9/Regularization.ipynb,7587
254,254,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/denbarkin/Libs/blob/e6f550c61d84b9e1d5cd9352d1964a5e44e2f18d/notebooks/tensorflow/Tensorflow-3-Regularization.ipynb,16020
255,255,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/AnkitaJo/deep_learning/blob/fc3a0ade6cacd178728dcda6a894e3248ec3207e/udacity/2_fullyconnected.ipynb,10138
256,256,Tensorflow-2-FullyConnected.ipynb,https://nbviewer.jupyter.org/github/nicholasRenninger/SVM-Facial-Recognition/blob/86a2eb28c4b0c1f4cbbd00653117e864a0adc349/Code/Python_Example/ipython_notebooks/notebooks/tensorflow/Tensorflow-2-FullyConnected.ipynb,9983
257,257,Assignment2.ipynb,https://nbviewer.jupyter.org/github/psyking841/UdacityDeepLearningAssignments/blob/5639882a68208e8d8481c8bca218a24a46301ca4/Assignment2.ipynb,14397
258,258,3_regularization.ipynb,https://nbviewer.jupyter.org/github/michaldul/deep-learning-course/blob/dcc308cec5b8927fed76a9d466a3b46bef43ebdb/examples/3_regularization.ipynb,19628
259,259,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/rounakskm/Machine-Learning/blob/c716bcd74fcc43d6ae7022807caa544cae74c7b9/Machine%20Learning%20Stanford%20Courseera/notebooks/tensorflow/Tensorflow-3-Regularization.ipynb,16020
260,260,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/GKSrinivasan/Data-Science/blob/9fb54a33f802be8e8e2cbf7b05ea3ef709a157ae/ipython-notebooks-master/notebooks/tensorflow/Tensorflow-3-Regularization.ipynb,16020
261,261,3_regularization.ipynb,https://nbviewer.jupyter.org/github/yasolix/DL-notebooks/blob/f840ed62ac572910cee7a51ebcf28aeeac6c8360/3_regularization.ipynb,26537
262,262,05_convolutional_net.ipynb,https://nbviewer.jupyter.org/github/soyoung9306/tensorflow-tutorials/blob/d6bdab7df46492446c48537fcf37e20ba44e8168/05_convolutional_net.ipynb,3713
263,263,3_regularization.ipynb,https://nbviewer.jupyter.org/github/cshreyastech/Udacity-tensorflow/blob/5b7ff15eb6529fb9869658c86649e42381172c42/tensorflow/examples/udacity/3_regularization.ipynb,17989
264,264,3_regularization.ipynb,https://nbviewer.jupyter.org/github/bastianl/neural/blob/373ea6497aa16b8b0fbdac091389baa2859f47ac/3_regularization.ipynb,9612
265,265,covnet.ipynb,https://nbviewer.jupyter.org/github/mdmurph/CS570_MBERNICO_cloned/blob/33c5ea14c0c4c2430b854a23ff3789d0d12148cd/deepLearning/covnet.ipynb,4705
266,266,3_regularization.ipynb,https://nbviewer.jupyter.org/github/bajames/tensorflow/blob/f3968f0f0e8a1dcb53a5de94855ef15e5d58cee2/3_regularization.ipynb,13129
267,267,DeepNN-Tensorflow.ipynb,https://nbviewer.jupyter.org/github/AdishreeM/notMNIST-benchmarks/blob/430fc60480bdd72f3a459deb7c441e3e3d401572/DeepNN-Tensorflow.ipynb,22600
268,268,Tensorflow-2-FullyConnected.ipynb,https://nbviewer.jupyter.org/github/ajulyav/ipython-notebooks/blob/ea2656238bfcd12ba43411cf64fa501fe5b301a6/notebooks/tensorflow/Tensorflow-2-FullyConnected.ipynb,9983
269,269,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/georgesung/udacity_deeplearning/blob/66c2f22f0f2e78147888abc53f81a1ccf2b3677b/2_fullyconnected.ipynb,10113
270,270,TensorFlow_Tensor_neural-checkpoint.ipynb,https://nbviewer.jupyter.org/github/SamKaiYang/python_code/blob/4fc86ec3382805ffe09e6677d6afe86b4b8da253/MP21710_example/.ipynb_checkpoints/TensorFlow_Tensor_neural-checkpoint.ipynb,5579
271,271,3_regularization.ipynb,https://nbviewer.jupyter.org/github/groankur/udacity_training_ML/blob/21d0ec62cec973549e3b1e70499fae88c4f5cf04/udacity/3_regularization.ipynb,32694
272,272,TicTacToe-checkpoint.ipynb,https://nbviewer.jupyter.org/github/NickRyder/AI/blob/4cfc487ece509303719470cfb35d4a9b2bcf9b47/TicTacToe/mods/.ipynb_checkpoints/TicTacToe-checkpoint.ipynb,29423
273,273,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/a7mad3akef/udacity-deep-learning/blob/b984201baec793c10a9d393a5108c37b4c8c9f57/2_fullyconnected.ipynb,10292
274,274,Tensorflow-2-FullyConnected.ipynb,https://nbviewer.jupyter.org/github/omran-toujani/ipython-notebooks/blob/29bc9461f2ddb9bb328f0d30e6cfbed2c6d5e238/notebooks/tensorflow/Tensorflow-2-FullyConnected.ipynb,9983
275,275,Parte%203-checkpoint.ipynb,https://nbviewer.jupyter.org/github/emmanuelol/DeeplearningBook/blob/6adae319ad9f5f46e9f492914438ab153d976366/Udacity/.ipynb_checkpoints/Parte%203-checkpoint.ipynb,24038
276,276,3_regularization.ipynb,https://nbviewer.jupyter.org/github/Nefastinho/deep_learning-udacity/blob/b8b6fbe63f4430ff779d976129eb6d2e8b0b6c00/3_regularization.ipynb,23981
277,277,Assignment3.ipynb,https://nbviewer.jupyter.org/github/psyking841/UdacityDeepLearningAssignments/blob/5639882a68208e8d8481c8bca218a24a46301ca4/Assignment3.ipynb,12023
278,278,3_regularization.ipynb,https://nbviewer.jupyter.org/github/shalinisk/Udacity-Deeplearning/blob/8bc8d38bb4291a88fbd0ddd25c0fb15158c551ca/3_regularization.ipynb,21722
279,279,3_regularization.ipynb,https://nbviewer.jupyter.org/github/yunfuliu/sandbox_py/blob/7aa2b3aec00ac6d83845531bc0e4b21881403bab/udacity/3_regularization.ipynb,16527
280,280,3-mnist-avancado-checkpoint.ipynb,https://nbviewer.jupyter.org/github/ucals/nanodegree-projects/blob/81797f08b9aca4b7f52dcc25babd828d67bb11db/deep-learning/tf-getting-started/.ipynb_checkpoints/3-mnist-avancado-checkpoint.ipynb,7557
281,281,3_regularization.ipynb,https://nbviewer.jupyter.org/github/dteoh/ud730/blob/b861a9a2bf834e6c29daca79513e66d86d8d573f/assignments/3_regularization.ipynb,14361
282,282,LeNet.ipynb,https://nbviewer.jupyter.org/github/se7oluti0n/smiling-verification/blob/de75038aeb0ad9056c2ccab11f0d88c8a65be67e/LeNet.ipynb,22121
283,283,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/sidsriv/Udacity-Deep_Learning/blob/56971322adadef383cbbfca528310f259ac27992/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,22430
284,284,MNIST%20double%20layer%20CNN%20classification.ipynb,https://nbviewer.jupyter.org/github/hamarex/tensorflow/blob/7feb3d99e0492976e5a1962810f7abe9af799b90/jupyter_tfbook/Chapter05/MNIST%20double%20layer%20CNN%20classification.ipynb,3266
285,285,TF_workshop1_hint.ipynb,https://nbviewer.jupyter.org/github/JdotX/msbd5001/blob/89eff401eb2bb8b327ebd8478f3d7664f55da632/TF_workshop1_hint.ipynb,6608
286,286,Tensorflow-2-FullyConnected.ipynb,https://nbviewer.jupyter.org/github/jdwittenauer/ipython-notebooks/blob/2328045d4663a126a76afca01075305d915560b8/notebooks/tensorflow/Tensorflow-2-FullyConnected.ipynb,9983
287,287,3_regularization.ipynb,https://nbviewer.jupyter.org/github/BananuhBeatDown/Udacity_Deep_Learning_Assignments/blob/0db3f0acf12089e7db1ea07f81a2af8b8688fa07/3_regularization.ipynb,17227
288,288,05.ipynb,https://nbviewer.jupyter.org/github/semikaku/test/blob/08c5ad849578faa6e7798ae73c44100d9361bcca/hoge/05.ipynb,10282
289,289,tutorial3.ipynb,https://nbviewer.jupyter.org/github/evangfreitag/TensorflowExamples/blob/f81f17ea181998048a18b63bec576db88080dc10/tutorial3.ipynb,21804
290,290,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/auroraguorui/Deep-Learning/blob/a5c8686636a2bc00e4ed334189920bba3a3ccce0/Courses/Udacity/2_fullyconnected.ipynb,10510
291,291,opg3.ipynb,https://nbviewer.jupyter.org/github/KristianAM/machinelearning/blob/445fdb75284634dc3e746f8f9fbb5ca5cb3d44df/opg3.ipynb,9970
292,292,lesson3.ipynb,https://nbviewer.jupyter.org/github/AntonStef/udacity/blob/ab56b63ef69329d4062d3cc9ef8994839f0abad6/lesson3.ipynb,15256
293,293,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/ah3200/deep_learning_tutorial/blob/af0e548737977c1400fc6997f41c608cd53828f4/udacity_assignment_1/2_fullyconnected.ipynb,10321
294,294,regularization.ipynb,https://nbviewer.jupyter.org/github/ankuagarwal/DeepLearning/blob/c7b087298c3b2065ae6bb796e637d3484519cbca/udacity/Lesson%203/regularization.ipynb,19058
295,295,notMNIST_NN_noCONV_0.12.0-rc1.ipynb,https://nbviewer.jupyter.org/github/gtesei/DeepExperiments/blob/b0604833d8929c65972e67c3e6c2583ee3088922/notMNIST_NN_noCONV_0.12.0-rc1.ipynb,32590
296,296,Chapter10.ipynb,https://nbviewer.jupyter.org/github/burakbayramli/books/blob/2241b3fffee205c47d9a58496a14d27a8873b763/Learning_TF_Hope/10__serving/Chapter10.ipynb,17251
297,297,04_modern_net.ipynb,https://nbviewer.jupyter.org/github/nlintz/TensorFlow-Tutorials/blob/d6bdab7df46492446c48537fcf37e20ba44e8168/04_modern_net.ipynb,2052
298,298,hw2.ipynb,https://nbviewer.jupyter.org/github/EugenHotaj/experimental/blob/dda768bd35a45b61df6d45c53ede28cd9f8574a1/courses/dl/hw/hw2.ipynb,10205
299,299,10.ipynb,https://nbviewer.jupyter.org/github/LQ6H/Tensorflow/blob/240e9501a61bf3441f5f8bbb028afbb7527b9e5b/10.ipynb,24278
300,300,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/mathhun/notebooks/blob/b9a7ba89ff976067b91fa905070eaeda13cf9fa7/tf/2_fullyconnected.ipynb,10245
301,301,25_generative-adversarial-model.ipynb,https://nbviewer.jupyter.org/github/BobMcFry/ann-tensorflow/blob/2d0d55713cbc3f5b87fbc8e7a3194e819f9ee2a1/ex08/25_generative-adversarial-model.ipynb,12733
302,302,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/raoqiyu/Tensorflow-Udacity-Assignments/blob/05ba0983bfa0645a580940f174ce6edcc4fa10ce/Assignments/2_fullyconnected.ipynb,10175
303,303,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/kobybibas/UdacityDeepLearningSolutions/blob/a4a75fe7478dddb0d587923bec5981bd1bd70bb3/2_fullyconnected.ipynb,10467
304,304,2_ref_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/omran-toujani/Python_Tutorials/blob/0f4552f5afe7244556299407b98fe190d0016871/TensorFlow/Udacity/2_ref_fullyconnected.ipynb,10114
305,305,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/andyliangdong/udacity_deep_learning/blob/d3dcd3a8311f456ed5972d813a6d0ac8d1ea2308/2_fullyconnected.ipynb,10099
306,306,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ltecot/UdacityDeepLearning/blob/27c09e197edd9fc8836135d1f84aa0c584d99ab0/3_regularization.ipynb,11159
307,307,deep%20hw2.ipynb,https://nbviewer.jupyter.org/github/serereuk/tobigs/blob/f370ffeba4c9e42454dd2eaf616311de48ccc8cd/6%EC%A3%BC%EC%B0%A8%20%EA%B3%BC%EC%A0%9C/deep%20hw2.ipynb,8425
308,308,3_regularization.ipynb,https://nbviewer.jupyter.org/github/benhoyle/deep-learning-notebooks/blob/f7e9979dc6b6376eeb0130e22de6b56ad0fe7b03/udacity/3_regularization.ipynb,21464
309,309,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/alfabetet/MachineLearning/blob/c308d8b3d5296120ef763f558b00a88ec6202abb/MachineLearningPython/notebooks/tensorflow/Tensorflow-3-Regularization.ipynb,16020
310,310,4_convolutions.ipynb,https://nbviewer.jupyter.org/github/yangchunluo/udacity-deeplearning/blob/ef5445511edefc6afe744d34d650597a96cd2158/4_convolutions.ipynb,12745
311,311,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/jingxi1975/Andrew-Ng-s-ML-course/blob/e6f550c61d84b9e1d5cd9352d1964a5e44e2f18d/notebooks/tensorflow/Tensorflow-3-Regularization.ipynb,16020
312,312,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/Gomit/Deep_learning_mini_projects/blob/ed24c417747643f23fdfe387fdee1423aa223589/2_fullyconnected.ipynb,10393
313,313,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/justin-brewer/udacity-deep-learning/blob/673244d9c65256dcb1c22841eca1e881e1b0f6ce/2_fullyconnected.ipynb,9033
