,number,name,href,len
49,49,3_regularization.ipynb,https://nbviewer.jupyter.org/github/brucenielson/Udacity-Deep-Learning-Class/blob/7d35c1f14b591f4a610a1e19e705a87a67328036/3_regularization.ipynb,27840
50,50,convolutions.ipynb,https://nbviewer.jupyter.org/github/lkuligin/nnets/blob/d1eadadec8343547a07b5bf942ac8e511c723a99/udacityDL/NotMNIST/convolutions.ipynb,17604
51,51,fully_connected.ipynb,https://nbviewer.jupyter.org/github/agarwal22megha/udacity-tensorflow/blob/810f0e93508af1f799ccc03aef6e26d4a25ca3af/fully_connected.ipynb,8906
52,52,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ramborra/Deep-Learning/blob/b78d6479f403657a43d3fcd2b4accfe5000ceedf/3_regularization.ipynb,18184
53,53,UD730_3_regularization.ipynb,https://nbviewer.jupyter.org/github/blu3crab/TensorFlowX/blob/92676ebdb7d3531c2f2b1b533425fd57de4fd78b/UD730/UD730_3_regularization.ipynb,23934
54,54,3_regularization.ipynb,https://nbviewer.jupyter.org/github/FedorSulaev/tensorflow_clone/blob/0a4ee1e14379691084977514fdd1ed8597c07ef9/tensorflow/examples/udacity/3_regularization.ipynb,13646
55,55,3_regularization.ipynb,https://nbviewer.jupyter.org/github/erfanMhi/Udacity-Deep-Learning-Assignment/blob/d63c014b7051ff1edb667e5b1bf79963571e89ce/3_regularization.ipynb,17999
56,56,tensorflow_mechanics_101-checkpoint.ipynb,https://nbviewer.jupyter.org/github/gaussic/tensorflow-learn/blob/edc9d63d51307f3c48a56ef6b49a5f40c37ee826/.ipynb_checkpoints/tensorflow_mechanics_101-checkpoint.ipynb,0
57,57,Handwrittingrecog1.ipynb,https://nbviewer.jupyter.org/github/vipashakaul/website/blob/1a52ed8739d806f5b26c28c4ac9294630c24c219/Handwrittingrecog1.ipynb,2591
58,58,chap04_exercise_answer.ipynb,https://nbviewer.jupyter.org/github/riow1983/dlb-2018/blob/142011624684fbda50cce2b02ab8e8657b6519b9/chap04/materials/chap04_exercise_answer.ipynb,28728
59,59,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ngduyanhece/dl_udacity/blob/4d4f2b9d83d3b70d43404faf7e11eea4d2bf9dcb/3_regularization.ipynb,17654
60,60,MNIST_expert.ipynb,https://nbviewer.jupyter.org/github/snolbo/TFlearning/blob/2259b4a5fbbed29a7784c69be6bf5edf2cb32fe8/MNIST_expert.ipynb,4320
61,61,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/GOUTHAMRANGU/udacity_deep_learning/blob/10b7191d442b9ba1340ce4a00cdb4d2628296eca/2_fullyconnected.ipynb,10114
62,62,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ankurshukla03/udacity_deep_learning/blob/766dec5e137926fb68236981059d558ebbc983ee/3_regularization.ipynb,22664
63,63,TF%E5%85%A5%E9%97%A8-checkpoint.ipynb,https://nbviewer.jupyter.org/github/Azure-Sky-L/TensorFlow-MNIST-/blob/264777c535e885224e08fced3ba4d48c577101b2/.ipynb_checkpoints/TF%E5%85%A5%E9%97%A8-checkpoint.ipynb,2020
64,64,lecture_chap05_exercise_master.ipynb,https://nbviewer.jupyter.org/github/hidehiro98/matsuolab_weblab_dlb/blob/766aec0be97e00a5d19280ed11d5f2ffd05b571e/lecture_chap05_exercise_master.ipynb,10282
65,65,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ShawnXiao2007/mydockerfiles/blob/afda275498ace6338402284388671ec72c92c202/udacity/3_regularization.ipynb,10848
66,66,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ririgriff/Deeplearningassignments/blob/f9f81b774273fa5227116b1ec35750fd6791b0cc/3_regularization.ipynb,22065
67,67,3_regularization.ipynb,https://nbviewer.jupyter.org/github/mbhuber/Classes/blob/bd92b4aef4e6d85e4eeb0ae6388cde794cc0ea03/DeepLearning_Udacity/3_regularization.ipynb,20596
68,68,03-NN-IMGClassification-ANSWER.ipynb,https://nbviewer.jupyter.org/github/jxcross/KSDS-ADD2018/blob/5aa8107f7cd76d5ea9c06da56b0979f4c88ff4a2/ANSWER/03-NN-IMGClassification-ANSWER.ipynb,8076
69,69,3_regularization_sol.ipynb,https://nbviewer.jupyter.org/github/bowen0701/udacity-google-deep-learning-tensorflow/blob/c0726aa1a4eaefb78e8c5e74353f762899151c0a/notebook/3_regularization_sol.ipynb,27188
70,70,3_regularization.ipynb,https://nbviewer.jupyter.org/github/naubergois/curso_machinelearning/blob/5da420fd0128e05a755b9409c9a7c911ae015002/Material%20Referencia/udacity-deep-learning-master/3_regularization.ipynb,35634
71,71,2_fullyconnected-checkpoint.ipynb,https://nbviewer.jupyter.org/github/priteshgudge/deeplearningintro/blob/7338cdb08f0d96d1cca69aa7b4780c07d6557e63/.ipynb_checkpoints/2_fullyconnected-checkpoint.ipynb,10122
72,72,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/marshallixp/tensorflow/blob/d31f4c85b5d54af9398c6eafc39783f33ca3f325/tensorflow/examples/udacity/2_fullyconnected.ipynb,10069
73,73,3_regularization.ipynb,https://nbviewer.jupyter.org/github/hrizantema-st/DL/blob/63e8133e4d63244b80da5c55b54ade542c4180cc/assignment2/3_regularization.ipynb,38950
74,74,assignment3-regularization.ipynb,https://nbviewer.jupyter.org/github/flaviostutz/kaggle-solutions/blob/768083c4eda972bc1f6548baa86751e0405bda9b/study/udacity-deep-learning/assignment3-regularization.ipynb,9467
75,75,3_regularization.ipynb,https://nbviewer.jupyter.org/github/sungjoonpark93/udacity/blob/16fb0fb07fd63ad45c77dd8a8cac287c0fa32f7b/3_regularization.ipynb,14918
76,76,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/pktippa/ai-training/blob/fc558d281e8aa132195bce0a5a38ec535dae288c/machine-learning/deep-learning/udacity/ud730/2_fullyconnected.ipynb,10452
77,77,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/Henrywcj/Google_Udacity_DeepLearning_with_LSTM/blob/e1e811e1fe2d06ef53f02fcc90b60156d0b5e7cb/2_fullyconnected.ipynb,10263
78,78,lecture_chap05_exercise_master.ipynb,https://nbviewer.jupyter.org/github/I-201/deep-learning-matsuo-lab/blob/f8d160991aee9f5da1a74d91351255633f03a2c2/weblab_dlb/lecture_chap05_exercise_master.ipynb,10282
79,79,Untitled.ipynb,https://nbviewer.jupyter.org/github/skawls223/skawla223/blob/33d95e7a1d33b4006817a7f4b37c7d1a205b85fa/tensor/Untitled.ipynb,20126
80,80,MNIST%20double%20layer%20CNN%20classification.ipynb,https://nbviewer.jupyter.org/github/tuki0918/python-tips/blob/ec79a732aae5f014f3012407393e3ca0df2d0ed1/notebook/machine-learning/tensorflow/4839960887/example/Chapter05/MNIST%20double%20layer%20CNN%20classification.ipynb,3266
81,81,AdvancedDeepLearning.ipynb,https://nbviewer.jupyter.org/github/KonstantinosBarmpas/CarND-P12-Semantic-Segmentation/blob/7f65b59791355a78fbfac9db1445823eb16f146d/AdvancedDeepLearning.ipynb,7849
82,82,GenerativeAdversarialNetworks.ipynb,https://nbviewer.jupyter.org/github/hemanths933/DeepLearning/blob/2df0d61c2a584b9de48b615fa76de247d3b1ec45/GANs/GenerativeAdversarialNetworks.ipynb,10442
83,83,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/vanhuyz/udacity-dl/blob/9d0c7f9c73b5aed6ef63b9e9244fff2c8988eb1b/2_fullyconnected.ipynb,10043
84,84,3_regularization.ipynb,https://nbviewer.jupyter.org/github/liangshuang1993/Udacity_DL/blob/4cb290cfcc57445b75dde9eab8d62ed9a32fc7d4/3_regularization.ipynb,17961
85,85,3_regularization.ipynb,https://nbviewer.jupyter.org/github/BOSS-Danuphan/udacity-deep-learning/blob/5ec20e68f2f4103bc16ef405b4c9f3b7ae861cd9/3_regularization.ipynb,13577
86,86,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/dalmia/Deep-learning-tutorials/blob/ee1b0b4fcb82914085420bb289ebda09f248c8d1/Udacity%20Deep%20learning/2_fullyconnected.ipynb,10262
87,87,lecture_chap05_exercise_master.ipynb,https://nbviewer.jupyter.org/github/kentaroabe/PyTube/blob/4170f631bf428a19faebe893d9bde4a8f99aee1a/80%2C%E6%9D%BE%E5%B0%BE%E7%A0%94/00.deeplearning/lecture_chap05_exercise_master.ipynb,10282
88,88,3_regularization.ipynb,https://nbviewer.jupyter.org/github/XujieSi/udacity-deep-learning-solution/blob/9ef2818670b8ec1e5a7b258c0e2b4e5fe9ca74fa/3_regularization.ipynb,15314
89,89,5.%20Regularization.ipynb,https://nbviewer.jupyter.org/github/nrkfeller/ml_catalog/blob/76b32258c8afc083d7166ab1c520366304027fb8/google_udacity_tf/5.%20Regularization.ipynb,22997
90,90,3_regularization.ipynb,https://nbviewer.jupyter.org/github/Shirley91/DeepLearning_udacity/blob/b315057f11f6d47649fda1d82b7150c7c41e68bd/3_regularization.ipynb,16149
91,91,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/cshreyastech/Udacity-tensorflow/blob/5b7ff15eb6529fb9869658c86649e42381172c42/tensorflow/examples/udacity/2_fullyconnected.ipynb,10491
92,92,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/gabrielilharco/deep-learning-udacity/blob/f58f9acc4963eaffddb5aab53ccbabb602bd784d/2_fullyconnected.ipynb,10173
93,93,3_regularization.ipynb,https://nbviewer.jupyter.org/github/cgarib/Udacity_DeepLearning_Examples/blob/741abdc7eec1634d82320f2074392e7f7dccc97d/3_regularization.ipynb,13630
94,94,Tensorflow-3-Regularization.ipynb,https://nbviewer.jupyter.org/github/rhodesai/bootcamp/blob/86b7e08a13e415f76b40a2734fce99523d74709b/3.%20Machine%20Learning%20Introduction/3.1.%20Concepts%20-%20Machine%20Learning%20Basics/notebooks/extras/tensorflow/Tensorflow-3-Regularization.ipynb,16020
95,95,1_1_KddCup-FullConnected-1.ipynb,https://nbviewer.jupyter.org/github/DeepLearning-ResearchDevelopment/DeepLearning/blob/709e21acfd9e169204677e7e69561ff4e85a1814/intelligent_systems%2520LAB/1_1_KddCup-FullConnected-1.ipynb,12579
96,96,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/iankurgarg/Udacity-Deep-Learning/blob/92a4a84a0b00ce83dc52a3ae3904d5aa6e200573/2_fullyconnected.ipynb,10190
97,97,03-NN-IMGClassification-ANSWER.ipynb,https://nbviewer.jupyter.org/github/jxcross/KISTI-4TH-BIGDATA-2018/blob/0f1817f87ea4c20590b22d2355751d80fa7cb3bb/01_PYTHON_AI/ANSWER/03-NN-IMGClassification-ANSWER.ipynb,8076
98,98,3_regularization.ipynb,https://nbviewer.jupyter.org/github/Rauf-Kurbanov/deep_learning_udacity/blob/f626f9e37d19c078336596bb756cdb81185ee66f/3_regularization.ipynb,14335
99,99,CNN.ipynb,https://nbviewer.jupyter.org/github/daanvandermaas/tutorials_neural_networks/blob/3f6bc20a507b3966d93e24ac6ddaea31545801de/CNN/CNN.ipynb,4660
100,100,2_fullyconnected-checkpoint.ipynb,https://nbviewer.jupyter.org/github/Gomit/Deep_learning_mini_projects/blob/ed24c417747643f23fdfe387fdee1423aa223589/.ipynb_checkpoints/2_fullyconnected-checkpoint.ipynb,10393
101,101,Assignment%202%20fullyConnected.ipynb,https://nbviewer.jupyter.org/github/williamcaicedo/DeepLearning/blob/c1c9140de0bf95bc2eb1e6d4162e6bb8ba92a92f/Udacity_Deep_Learning/Assignment%202%20fullyConnected.ipynb,11190
102,102,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ericsolo/python/blob/4060f0bf7f89a95247ffab8b08ea9513c6c91de3/OldCourse/tensorflow-example/udacity/3_regularization.ipynb,0
103,103,3_regularization.ipynb,https://nbviewer.jupyter.org/github/dancoombs/udacity-deep-learning/blob/c4aee8bb483e21597f8ce7819d1cf1d5469dbae2/3_regularization.ipynb,16065
104,104,template4Session1.ipynb,https://nbviewer.jupyter.org/github/mvpcom/deepLearningWorkshop/blob/bdcb46e2552ae63ecb0e869d2ee07a77bff141e2/template4Session1.ipynb,9036
105,105,Part%203.ipynb,https://nbviewer.jupyter.org/github/brunaramalho/ClassificationDeepLearning/blob/5788e14d379d28380595528efa711935d0716806/Part%203.ipynb,24172
106,106,Sentiment-RNN.ipynb,https://nbviewer.jupyter.org/github/nicholaslocascio/tensorflow-nlp-tutorial/blob/f06301712312493e5fd52ee38b0b918ec60b91e1/sentiment-analysis/Sentiment-RNN.ipynb,4276
107,107,notMNIST_with_neural_networks.ipynb,https://nbviewer.jupyter.org/github/withai/Deep_learning_on_databases/blob/d98cdc644f7c42b930092fb07693ebd7ce4e546d/notMNIST/notMNIST_with_neural_networks.ipynb,15186
108,108,3_regularization.ipynb,https://nbviewer.jupyter.org/github/gabrielilharco/deep-learning-udacity/blob/f58f9acc4963eaffddb5aab53ccbabb602bd784d/3_regularization.ipynb,20182
109,109,deep_learning_assignment_3.ipynb,https://nbviewer.jupyter.org/github/swordspoet/udacity_deeplearning/blob/8792916445c5dbbd6f48b15c4ee28c506f0a6254/deep_learning_assignment_3.ipynb,19382
110,110,Tensorflow-2-FullyConnected.ipynb,https://nbviewer.jupyter.org/github/KarthikKothareddy/data-science-notebooks/blob/b3283f1e24046a58153bdecc9ae39b32ae8f530a/notebooks/tensorflow/Tensorflow-2-FullyConnected.ipynb,9983
111,111,template4Session1.ipynb,https://nbviewer.jupyter.org/github/mvpcom/ShirazuDL/blob/10875aa3839e3e55f5d855476b06f37c65c54fb4/February%202017/template4Session1.ipynb,9036
112,112,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/ejulio/udacity-deep-learning/blob/d6c8bf11218609b6802e496ae258cbacca4f0012/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,11192
113,113,SVHN_Test_Models.ipynb,https://nbviewer.jupyter.org/github/himanshubabal/Google-Street-View-House-Numbers/blob/bead00a11d065be74cec54f22fb3537dbdd17c90/ipynb_old/SVHN_Test_Models.ipynb,7786
114,114,3_regularization.ipynb,https://nbviewer.jupyter.org/github/JorritvandenBerg/tensorflow-course/blob/bc7edea6292b02db433a9bc7059091254ad6ddf1/3_regularization.ipynb,18130
115,115,3_regularization.ipynb,https://nbviewer.jupyter.org/github/jrubin01/google-deep-learning-class/blob/e9f8812db44c5446cc0af5024adc81ab290cb8aa/3_regularization.ipynb,16731
116,116,assignment3.ipynb,https://nbviewer.jupyter.org/github/lubaroli/dl-udacity/blob/08f7238996f0f78b353d831dd7dd74a0af169290/assignment3.ipynb,20539
117,117,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/AlexanderYogurt/udacity_deep_learning_assignments/blob/7d1fe20a94a57760129a264509e80313e32b850c/2_fullyconnected.ipynb,13291
118,118,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/ltecot/UdacityDeepLearning/blob/27c09e197edd9fc8836135d1f84aa0c584d99ab0/2_fullyconnected.ipynb,10268
119,119,3_regularization.ipynb,https://nbviewer.jupyter.org/github/giubil/udacity-deep-learning/blob/2151883b22bb4b96c713db299eed3ed4715a7225/3_regularization.ipynb,22556
120,120,3_regularization.ipynb,https://nbviewer.jupyter.org/github/smsrikanthreddy/Deep-Learning-Google/blob/0db3fbda0f00a6277d493987a0abf3cb16161626/3_regularization.ipynb,15179
121,121,3_regularization.ipynb,https://nbviewer.jupyter.org/github/hkmangla/Deep_Learning/blob/5573522a542137cad7b9c2d6c5c051c4b04e3f18/Lesson1/3_regularization.ipynb,11685
122,122,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/yuhwangg/deep_learning/blob/6d1c02d9747ddbe9b283d1231349e55f688d4133/2_fullyconnected.ipynb,10255
123,123,%E6%A8%A1%E5%9E%8B%E4%BF%9D%E5%AD%98.ipynb,https://nbviewer.jupyter.org/github/Azure-Sky-L/TensorFlow-MNIST-/blob/264777c535e885224e08fced3ba4d48c577101b2/%E6%A8%A1%E5%9E%8B%E4%BF%9D%E5%AD%98.ipynb,2440
124,124,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/pierorex/deeplearning/blob/cd80331da19ddd1d466ba40ef9f194c2a28c8dae/not-mnist/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,21218
125,125,3_regularization.ipynb,https://nbviewer.jupyter.org/github/sam-iitj/TensorFlow-Examples/blob/020705730af1a2177f1ec9655c5d5a7467f76d5f/3_regularization.ipynb,16712
126,126,3_regularization.ipynb,https://nbviewer.jupyter.org/github/alwaysandeep/DeepLearning_UdacityCourse/blob/af99d22039d38d1a7da19d1caaa987612d00dd11/3_regularization.ipynb,35905
127,127,Assignment%203.ipynb,https://nbviewer.jupyter.org/github/daniellvy/udacity_deep_learning/blob/cfec17e5ba46bd0153359400a8c3a19fcdcdeb24/Assignment%203.ipynb,12730
128,128,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/tasosnik/DeepLearning/blob/03bd36353ab398ed3986991e0f0739a1994b3795/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,16507
129,129,2019_01_28_2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/stevenkcolin/stevenkcolin.github.io/blob/7cf4dba34800b70d747959d9807432b8573bc5a9/2019_01_28_2_fullyconnected.ipynb,10114
130,130,Tensorflow-2-FullyConnected.ipynb,https://nbviewer.jupyter.org/github/YTLogos/ipython-notebooks/blob/b7bad3466ece669ad568c17a3492d0665220aaae/notebooks/tensorflow/Tensorflow-2-FullyConnected.ipynb,9983
131,131,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/victorburckel/machinelearning/blob/7fddebafe9a112adcbe44fa21647abd75ececf15/mooc/udacity-deeplearning/2_fullyconnected.ipynb,10324
132,132,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/stavskal/Deep-Learning-course-by-Google-/blob/e2ee62f5c63e87cd622947593717e7d7dda1060c/2_fullyconnected.ipynb,10076
133,133,1_1_KddCup-FullConnected-1.ipynb,https://nbviewer.jupyter.org/github/DeepLearning-ResearchDevelopment/DeepLearning/blob/709e21acfd9e169204677e7e69561ff4e85a1814/intelligent_systems%20LAB/1_1_KddCup-FullConnected-1.ipynb,12579
134,134,2_resource-checkpoint.ipynb,https://nbviewer.jupyter.org/github/omran-toujani/Python_Tutorials/blob/0f4552f5afe7244556299407b98fe190d0016871/TensorFlow/Udacity/.ipynb_checkpoints/2_resource-checkpoint.ipynb,9971
135,135,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ryanriopelle/wildfire-data-analysis/blob/acd974c3425ba8b1e0ab6805eca5aa2a41c18f54/GoogleDeepLearning/3_regularization.ipynb,20562
136,136,4_convolutions.ipynb,https://nbviewer.jupyter.org/github/aakashef/udacity-deep-learn/blob/7f71f9fa426fd4b04da75cad04a043d4e72bf19d/4_convolutions.ipynb,16172
137,137,3_regularization.ipynb,https://nbviewer.jupyter.org/github/tasosnik/DeepLearning/blob/03bd36353ab398ed3986991e0f0739a1994b3795/3_regularization.ipynb,19540
138,138,3_regularization.ipynb,https://nbviewer.jupyter.org/github/axsauze/deep-learning-course-udacity/blob/a5c423dec9348ccbe139c1c9b40a3c1cbe514ccc/3_regularization.ipynb,14317
139,139,3_regularization.ipynb,https://nbviewer.jupyter.org/github/ksakmann/UdacityDeepLearningCourse/blob/a36d0d0cf182bb210cad73836b5a397b02f27598/3_regularization.ipynb,39513
140,140,fullyConnected.ipynb,https://nbviewer.jupyter.org/github/ankuagarwal/DeepLearning/blob/c7b087298c3b2065ae6bb796e637d3484519cbca/udacity/Lesson%203/fullyConnected.ipynb,10665
141,141,3_regularization.ipynb,https://nbviewer.jupyter.org/github/budmitr/udacity-deep-learning/blob/e62abec4f2fcb34022ad65d7907490603fd2ff7b/3_regularization.ipynb,12862
142,142,tensorflowMNIST-checkpoint.ipynb,https://nbviewer.jupyter.org/github/ShichengChen/Audio-Source-Separation/blob/19f52948173523a8fbd02731b3c34fcc3e286abd/.ipynb_checkpoints/tensorflowMNIST-checkpoint.ipynb,6811
143,143,3_regularization.ipynb,https://nbviewer.jupyter.org/github/joncrc/udacity-deep-learning/blob/ecbc6a8355b7e541754823c970463be03756a2d9/0_nonNanoDegree/3_regularization.ipynb,17249
144,144,CNNModel-checkpoint.ipynb,https://nbviewer.jupyter.org/github/HuangYiran/Tensorflow_formatted/blob/057221d8354a2f1504ffa59915da0b4244651075/mnist/model/.ipynb_checkpoints/CNNModel-checkpoint.ipynb,4209
145,145,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/ZhengheJin/Udacity_deep_learning/blob/08b8b06f5ff23dc6ed68f4002f600afc520689bb/2_fullyconnected.ipynb,10114
146,146,notMNIST_Regularization.ipynb,https://nbviewer.jupyter.org/github/sfrey9/notMNIST/blob/cff9be37822d7897e991c1490fdaa12b9edb2d8b/notMNIST_Regularization.ipynb,8812
147,147,DeepLearning%20with%20Regularization.ipynb,https://nbviewer.jupyter.org/github/rohangawade/DeepLearning_Udacity/blob/85143da02a6fc685f188e23fe9026094d0eec105/DeepLearning%20with%20Regularization.ipynb,23194
148,148,tensorF_mnist.ipynb,https://nbviewer.jupyter.org/github/koreajeongjiwon/tensorflow/blob/11cc98fe67ab104f1d6e9dff8939c99e51484ba9/tensorF_mnist.ipynb,2921
149,149,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/k0nen/tensorflow-study/blob/7ede02da902080e2a9d7af143e668408c6aece43/2_fullyconnected.ipynb,10325
150,150,my_3_regularization.ipynb,https://nbviewer.jupyter.org/github/pulinagrawal/udacity/blob/e3ade897f51e95dc97d2f592d2366e2634c82abb/my_3_regularization.ipynb,20329
151,151,tensorflow_4.ipynb,https://nbviewer.jupyter.org/github/arghyachaks/Udacity_Tensorflow/blob/a68f7f9af1269ce49bfeea67b93a3c4cfc5a6a59/tensorflow_4.ipynb,13967
152,152,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/SimuJenni/DeepLearning/blob/04a089f5787282564976de1af946f23e6fd2bbfa/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,13008
153,153,3_regularization.ipynb,https://nbviewer.jupyter.org/github/haChristopher/SummerSchool/blob/b836a7df9976489fba5b485814d20fd03fe55c6c/Examples/Udacity%20Deep%20Learning/3_regularization.ipynb,20556
154,154,3_regularization.ipynb,https://nbviewer.jupyter.org/github/KitAway/tensorflow/blob/0890cf7e835925da7900a4bad71e18420a7d0f44/tensorflow/examples/udacity/3_regularization/3_regularization.ipynb,18816
155,155,3_regularization.ipynb,https://nbviewer.jupyter.org/github/darkdreamingdan/tensorflow_examples/blob/d93dd9355491e19e7ccc47fad77c397b790470e3/3_regularization.ipynb,14353
156,156,Testing_TensorFlow.ipynb,https://nbviewer.jupyter.org/github/wubr2000/Tensorflow_Tutorial/blob/4f7cf41576ff178cc6bc1a778a656f559201e845/Testing_TensorFlow.ipynb,7379
157,157,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/llevar/udacity_deep_learning/blob/728cdbea01344b75660736f760cbaf4613d462bf/2_fullyconnected.ipynb,10056
158,158,3_regularization.ipynb,https://nbviewer.jupyter.org/github/h-shah/Deep-Learning/blob/905676fe60658b3dc096859c4a0c0116ed6fd212/3_regularization.ipynb,18832
159,159,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/giubil/udacity-deep-learning/blob/2151883b22bb4b96c713db299eed3ed4715a7225/2_fullyconnected.ipynb,10767
160,160,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/sott0n/TIL/blob/78b20eef9babf0386a935414f8dd8f2c09e324e6/Udacity/deepLearning/lesson2/2_fullyconnected.ipynb,9978
161,161,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/ryanriopelle/wildfire-data-analysis/blob/acd974c3425ba8b1e0ab6805eca5aa2a41c18f54/GoogleDeepLearning/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,20562
162,162,3_regularization.ipynb,https://nbviewer.jupyter.org/github/glebkuznetsov/udacity-tensorflow/blob/5846397420da128da5683a23f4f76e0542a52ea7/3_regularization.ipynb,18235
163,163,3_regularization.ipynb,https://nbviewer.jupyter.org/github/tc466/deep-learning-udacity/blob/8bf17ed3993ceae57bece0b06b4631385a3a2eb9/3_regularization.ipynb,15079
164,164,0_Assigment2%2B3-Copy3.ipynb,https://nbviewer.jupyter.org/github/eyupcolak/intelligentSystems/blob/8d62310045398565289c6a3b5fd77f5cec46d1b5/intelligent_systems%2520LAB/0_Assigment2%2B3-Copy3.ipynb,0
165,165,3_regularization.ipynb,https://nbviewer.jupyter.org/github/makci97/udacity_deep_learning_course/blob/436a987ba3b604683f7bdc49f57c83b317b9a162/lesson_3_Regularization/3_regularization.ipynb,14378
166,166,3_regularization.ipynb,https://nbviewer.jupyter.org/github/mohak29/Udacity/blob/818b28b6805515705e981d017634dbb76457d788/3_regularization.ipynb,19372
167,167,End-to-end_memory_network-class.ipynb,https://nbviewer.jupyter.org/github/SavvaI/end-to-end_memory_network/blob/59f0569c85d04fa12a66610088704ce94a8b3b2a/End-to-end_memory_network-class.ipynb,11299
168,168,0_Assigment2%2B3.ipynb,https://nbviewer.jupyter.org/github/DeepLearning-ResearchDevelopment/DeepLearning/blob/709e21acfd9e169204677e7e69561ff4e85a1814/intelligent_systems%20LAB/0_Assigment2%2B3.ipynb,0
169,169,3_regularization.ipynb,https://nbviewer.jupyter.org/github/luohangtong/my_tensorflow_learn/blob/61d1841ed62cd0e6ffafec2009e48e5a02077bfb/udacity/3_regularization.ipynb,23066
170,170,Assignment_3.ipynb,https://nbviewer.jupyter.org/github/kcang2/Udacity-Deep-Learning-Assignment/blob/c83684eab37de8a8fe32be7e57904aa4be6f8a5e/Assignment_3.ipynb,10940
171,171,3_regularization.ipynb,https://nbviewer.jupyter.org/github/woodfrog/Udacity_DL_assignments/blob/98848dd2b1d92b663b84438578741af79745d250/3_regularization.ipynb,15612
172,172,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/eliekawerk/udacity/blob/74ad67b29d8e54ac7210fb8fdc093b012298cb62/Deep%20Learning/2_fullyconnected.ipynb,10154
173,173,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/kczarnota/UdacityDeepLearning/blob/e80cbccfcbe335b67a23c5298e295d3ac06cd0d5/2_fullyconnected.ipynb,10201
174,174,3_regularization.ipynb,https://nbviewer.jupyter.org/github/poindextrose/ud730-assignments/blob/ab9c588840fb3c0403a14f9f1219619e53fa3f5a/3_regularization.ipynb,17896
175,175,3_regularization.ipynb,https://nbviewer.jupyter.org/github/aravanshad/Handwriting_Recognition/blob/c7dbc4ab871fd770f12c17020bbbc85fbaf14c79/Regularization/3_regularization.ipynb,17936
176,176,3_regularization.ipynb,https://nbviewer.jupyter.org/github/rvishakh/udacity_tf/blob/02ed6a98c173b834ecb2a4c6ac8182019b722ccb/3_regularization.ipynb,34287
177,177,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/basnijholt/deep-learning-udacity/blob/ae2b7f044b8be7e87b00f28a87b8a37872954787/2_fullyconnected.ipynb,10555
178,178,2_fullyconnected-checkpoint.ipynb,https://nbviewer.jupyter.org/github/jhairgallardo/Udacity_Deep_Learning/blob/a2950a9d1d8188f6e52173f20f12050c284265ca/.ipynb_checkpoints/2_fullyconnected-checkpoint.ipynb,10176
179,179,3_regularization-checkpoint.ipynb,https://nbviewer.jupyter.org/github/edwinwzhe/tensorflow_study/blob/d0606f7d9fc8fa9a17335d0dfbed328b5c13757f/udacity_deeplearning/.ipynb_checkpoints/3_regularization-checkpoint.ipynb,26412
180,180,2_fullyconnected.ipynb,https://nbviewer.jupyter.org/github/romaad/tfdeeplearning/blob/4a287844ba20ac7000c11768348aef3892613886/2_fullyconnected.ipynb,9948
